# Energy DOS
1.14522195e+00 7.60354325e-02
1.15235686e+00 7.41464943e-02
1.15949225e+00 7.22429529e-02
1.16662765e+00 7.03333393e-02
1.17376304e+00 6.84264377e-02
1.18089843e+00 6.65308684e-02
1.18803382e+00 6.46557957e-02
1.19516921e+00 6.28105253e-02
1.20230460e+00 6.10047653e-02
1.20943999e+00 5.92479706e-02
1.21657491e+00 5.75501360e-02
1.22371030e+00 5.59209324e-02
1.23084569e+00 5.43703511e-02
1.23798108e+00 5.29082455e-02
1.24511647e+00 5.15448079e-02
1.25225186e+00 5.02897240e-02
1.25938725e+00 4.91527580e-02
1.26652265e+00 4.81436402e-02
1.27365804e+00 4.72717732e-02
1.28079295e+00 4.65464294e-02
1.28792834e+00 4.59764674e-02
1.29506373e+00 4.55708541e-02
1.30219913e+00 4.53375392e-02
1.30933452e+00 4.52846698e-02
1.31646991e+00 4.54197824e-02
1.32360530e+00 4.57499698e-02
1.33074069e+00 4.62817028e-02
1.33787608e+00 4.70211245e-02
1.34501100e+00 4.79736105e-02
1.35214639e+00 4.91440520e-02
1.35928178e+00 5.05367555e-02
1.36641717e+00 5.21552712e-02
1.37355256e+00 5.40024154e-02
1.38068795e+00 5.60802035e-02
1.38782334e+00 5.83903901e-02
1.39495873e+00 6.09331951e-02
1.40209413e+00 6.37090430e-02
1.40922904e+00 6.67160898e-02
1.41636443e+00 6.99534789e-02
1.42349982e+00 7.34185949e-02
1.43063521e+00 7.71076828e-02
1.43777061e+00 8.10167268e-02
1.44490600e+00 8.51407349e-02
1.45204139e+00 8.94738734e-02
1.45917678e+00 9.40093845e-02
1.46631217e+00 9.87400115e-02
1.47344708e+00 1.03657052e-01
1.48058248e+00 1.08752303e-01
1.48771787e+00 1.14015639e-01
1.49485326e+00 1.19436659e-01
1.50198865e+00 1.25004351e-01
1.50912404e+00 1.30706817e-01
1.51625943e+00 1.36531651e-01
1.52339482e+00 1.42465606e-01
1.53053021e+00 1.48495615e-01
1.53766513e+00 1.54606670e-01
1.54480052e+00 1.60785750e-01
1.55193591e+00 1.67017296e-01
1.55907130e+00 1.73285574e-01
1.56620669e+00 1.79575458e-01
1.57334208e+00 1.85871229e-01
1.58047748e+00 1.92156479e-01
1.58761287e+00 1.98415413e-01
1.59474826e+00 2.04631314e-01
1.60188317e+00 2.10788161e-01
1.60901856e+00 2.16869712e-01
1.61615396e+00 2.22859979e-01
1.62328935e+00 2.28742674e-01
1.63042474e+00 2.34502450e-01
1.63756013e+00 2.40123317e-01
1.64469552e+00 2.45590270e-01
1.65183091e+00 2.50888556e-01
1.65896630e+00 2.56003767e-01
1.66610122e+00 2.60921448e-01
1.67323661e+00 2.65629441e-01
1.68037200e+00 2.70114362e-01
1.68750739e+00 2.74364114e-01
1.69464278e+00 2.78367490e-01
1.70177817e+00 2.82113582e-01
1.70891356e+00 2.85592556e-01
1.71604896e+00 2.88795620e-01
1.72318435e+00 2.91714072e-01
1.73031926e+00 2.94340581e-01
1.73745465e+00 2.96669006e-01
1.74459004e+00 2.98693448e-01
1.75172544e+00 3.00409496e-01
1.75886083e+00 3.01813245e-01
1.76599622e+00 3.02901924e-01
